Ticker,ID
WMB,351
DNB,352
CHRW,353
ROP,354
BA,355
AFL,356
MCD,357
AME,358
PRU,359
PRGO,360
JPM,361
APTV,362
R,363
ROST,364
BLDR,365
AN,366
INVH,367
RTX,368
TFC,369
MRNA,370
NOC,371
LMT,372
DECK,373
GOOG,374
ORLY,375
CHD,376
URI,377
WRB,378
CSCO,379
ADM,380
HSIC,381
RCL,382
BBY,383
GDDY,384
LNC,385
VTR,386
KR,387
CDW,388
ADSK,389
ROK,390
NI,391
IPG,392
MDLZ,393
VICI,394
ICE,395
RL,396
IVZ,397
NWS,398
IRM,399
DGX,400
AZO,401
RRC,402
PG,403
TRMB,404
BAX,405
ADT,406
PHM,407
AAP,408
AXON,409
DAL,410
ED,411
CCEP,412
CDNS,413
NTRS,414
VFC,415
MO,416
CVS,417
AXP,418
AEE,419
LEN,420
CBOE,421
NFLX,422
GD,423
SE,424
DTE,425
HUM,426
SEE,427
PEP,428
ZION,429
FMC,430
K,431
SPG,432
UNP,433
OKE,434
VNO,435
NKTR,436
ARE,437
LH,438
ABNB,439
AIG,440
COR,441
PCG,442
GPN,443
TROW,444
NBR,445
NSC,446
IDXX,447
GL,448
TAP,449
HST,450
ALB,451
PM,452
KSS,453
BKR,454
CRWD,455
CBRE,456
CEG,457
A,458
DXCM,459
ETR,460
WAB,461
PVH,462
MRO,463
MMM,464
QCOM,465
MMC,466
O,467
SWK,468
FDS,469
SYF,470
MU,471
KMB,472
PWR,473
MA,474
BALL,475
NTAP,476
LOW,477
NAVI,478
AMAT,479
FRT,480
FLR,481
HOG,482
HOLX,483
PARA,484
MUR,485
GS,486
GE,487
MKTX,488
CMCSA,489
GNW,490
AON,491
JNPR,492
VNT,493
JEF,494
LRCX,495
RHI,496
MS,497
WU,498
MAA,499
GME,500
PYPL,501
PENN,502
STI,503
WFC,504
KEY,505
CNC,506
FFIV,507
WAT,508
M,509
GM,510
SEDG,511
MTB,512
HII,513
MOH,514
EMR,515
VLO,516
MKC,517
EXR,518
MAT,519
TDG,520
SYY,521
AEP,522
DE,523
TEL,524
SW,525
BK,526
FCX,527
MSFT,528
GLW,529
EL,530
XYL,531
DUK,532
DOW,533
EVRG,534
CTVA,535
FCPT,536
TER,537
CMS,538
INTU,539
WST,540
AAL,541
LLY,542
DFS,543
NEM,544
AES,545
BIIB,546
STE,547
CFG,548
STZ,549
THC,550
HAS,551
RF,552
MCO,553
EIX,554
NOV,555
SPGI,556
CL,557
MTD,558
EXPE,559
MNST,560
IQV,561
PFG,562
VST,563
NRG,564
FL,565
CCL,566
